Gene Name	Mutation Count	Associated Phenotypes
B3261	88	glycine utilization:Resistant;etda:Sensitive;theophylline:Sensitive;sulfamonomethoxine:Resistant;dibucaine:Sensitive;mecillinam:Sensitive;spiramycin:Resistant;doxorubicin:Resistant;puromycin:Sensitive;sulfamethoxazole:Sensitive;doxycycline:Resistant;nitrofurantoin:Resistant;amikacin:Sensitive;acetate:Resistant;ciprofloxacin:Sensitive;azidothymidine:Sensitive;procaine:Sensitive;lomefloxacin:Sensitive;aspartate utilization:Resistant;benzalkonium chloride:Sensitive;tobramycin:Resistant;mecillinam:Resistant;verapamil:Resistant;sds:Sensitive;l-valine:Sensitive;rifampicin:Resistant;tetracycline:Sensitive;sulfamethoxazole:Resistant;hydroxyurea:Sensitive;nitrofurantoin:Sensitive;peroxide:Resistant;ofloxacin:Resistant;cefoxitin:Resistant;trimethoprim:Sensitive;egcg:Resistant;procaine:Resistant;thiolactomycin:Resistant;bleomycin:Sensitive;decanoic acid:Sensitive;cefsulodin:Resistant;fusidic acid:Resistant;amikacin:Resistant;enoxacin:Sensitive;polymixin b:Resistant;growth:Resistant;methotrexate:Resistant;ethanol:Sensitive;copper:Sensitive;ampicillin:Resistant;egta:Resistant;bicyclomycin:Resistant;puromycin:Resistant;vancomycin:Resistant;doxycycline:Sensitive;deoxycholate:Resistant;uv radiation:Resistant;edta:Sensitive;piperacillin:Resistant;sodium chloride:Sensitive;tetracycline:Resistant;cerulenin:Resistant;gentamicin:Resistant;fusidic acid:Sensitive;streptomycin:Resistant;heat:Resistant;ethidium bromide:Sensitive;a22:Sensitive;clarythromycin:Resistant;acriflavine:Sensitive;ampicillin:Sensitive;mitomycin c:Sensitive;cecropin b:Sensitive;lomefloxacin:Resistant;azithromycin:Resistant;actinomycin d:Resistant;novobiocin:Resistant;tobramycin:Sensitive;azetreonam:Resistant;erythromycin:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;furfural:Resistant;taurocholate:Resistant;minocycline:Sensitive;polymixin b:Sensitive;clindamycin:Resistant;chir-090:Sensitive;piperacillin:Sensitive;triton x:Resistant;ceftazidime:Sensitive;cholate:Sensitive;n-acetylglucosamine:Sensitive;kanamycin:Resistant;amoxicillin:Sensitive;nalidixic acid:Sensitive;bromoacetate:Sensitive;cefaclor:Resistant;methyl methanesulfonate:Sensitive;sulfamonomethoxine:Sensitive;spectinomycin:Resistant;epinephrine:Resistant;tunicamycin:Resistant;spiramycin:Sensitive;heat:Sensitive;norfloxacin:Sensitive;acid:Sensitive;chloramphenicol:Resistant;benzalkonium chloride:Resistant;propidium iodide:Sensitive;trimethoprim:Resistant;bacitracin:Resistant;isooctane:Sensitive;nickel:Sensitive;egta:Sensitive;cold:Sensitive;nigericin:Resistant;bile:Sensitive
ECB_01296	3	growth:Resistant
B3268	2	growth:Resistant;1-naphthol:Resistant
B3269	7	growth:Resistant;cerulenin:Resistant;tunicamycin:Resistant;luria-bertani broth:Sensitive;deoxycholate:Resistant;1-naphthol:Resistant;fucose:Sensitive;l-valine:Sensitive;methotrexate:Resistant;methylglyoxal:Sensitive;lomefloxacin:Resistant;puromycin:Resistant;mops:Sensitive
B0076	8	growth:Resistant;glycine utilization:Resistant;sulfa drug:Resistant;nitrofurantoin:Sensitive;ampicillin:Resistant;chloramphenicol:Sensitive;ethanol:Resistant;sds:Sensitive;d-cycloserine:Sensitive
B0077	3	growth:Resistant;ammonia chloride:Sensitive;nitrofurantoin:Sensitive;peroxide:Resistant;ethanol:Resistant;oxacillin:Sensitive;methyl methanesulfonate:Resistant;vancomycin:Resistant;procaine:Resistant;nalidixic acid:Resistant
B0074	12	growth:Resistant;ammonia chloride:Sensitive;succinate:Sensitive;maltose:Sensitive;glucosamine:Sensitive;sodium chloride:Resistant;acetate:Sensitive;nalidixic acid:Sensitive;fucose:Sensitive;ethanol:Resistant;glycerol:Sensitive;l-valine:Sensitive;heat:Resistant;cholate:Sensitive;iron:Sensitive;n-acetylglucosamine:Sensitive
B0075	15	growth:Resistant;sodium chloride:Resistant;fucose:Sensitive;ethanol:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant
B0072	5	growth:Resistant;glycine utilization:Resistant;ammonia chloride:Sensitive;succinate:Sensitive;maltose:Sensitive;ceftazidime:Resistant;glucosamine:Sensitive;sodium chloride:Resistant;acetate:Sensitive;alanine utilization:Resistant;ethanol:Resistant;glycerol:Sensitive;iron:Sensitive;n-acetylglucosamine:Sensitive
B0073	6	growth:Resistant;glycine utilization:Resistant;acetate:Sensitive;succinate:Sensitive;glucosamine:Sensitive;paraquat:Sensitive;maltose:Sensitive;sodium chloride:Resistant;ammonia chloride:Sensitive;glucose:Sensitive;alanine utilization:Resistant;n-acetylglucosamine:Sensitive;ethanol:Resistant;glycerol:Sensitive;butyrolactone:Resistant;iron:Sensitive;ionizing radiation:Resistant
B0070	3	a22:Resistant;peroxide:Resistant;nitrofurantoin:Resistant;bicyclomycin:Sensitive;sulfamonomethoxine:Resistant;ethanol:Resistant;cecropin b:Resistant;procaine:Resistant;mops:Sensitive
B0071	5	growth:Resistant;ammonia chloride:Sensitive;iron:Sensitive;succinate:Sensitive;theophylline:Sensitive;glucosamine:Sensitive;sodium chloride:Resistant;acetate:Sensitive;alanine utilization:Resistant;trimethoprim:Sensitive;ethanol:Resistant;glycerol:Sensitive;paraquat:Resistant;polymixin b:Resistant;maltose:Sensitive;ciprofloxacin:Sensitive;n-acetylglucosamine:Sensitive
B0078	4	growth:Resistant;chir-090:Sensitive;cefoxitin:Resistant;cholate:Resistant;clarythromycin:Resistant;alkaline:Resistant;egta:Resistant;uv radiation:Resistant;ethanol:Resistant;paraquat:Sensitive;d-cycloserine:Sensitive;nalidixic acid:Resistant
YFDL'	1	sodium chloride:Sensitive;amoxicillin:Resistant;minocycline:Resistant;polymixin b:Sensitive;acid:Resistant;propidium iodide:Sensitive;a22:Sensitive;epinephrine:Resistant
B3671	4	doxycycline:Sensitive;tobramycin:Resistant;acetate:Sensitive;cefoxitin:Resistant;nitrofurantoin:Sensitive;erythromycin:Resistant;tetracycline:Sensitive;trimethoprim:Sensitive;ampicillin:Resistant;geraniol:Sensitive
B3670	5	growth:Resistant;tobramycin:Resistant;levofloxacin:Sensitive;cerulenin:Resistant;cholate:Resistant;cisplatin:Resistant;theophylline:Sensitive;d-cycloserine:Sensitive;hydroxyurea:Resistant;uv radiation:Resistant;fucose:Sensitive;mecillinam:Resistant;norfloxacin:Sensitive;l-valine:Resistant;vancomycin:Resistant;methylglyoxal:Sensitive;asparagine utilization:Resistant;ciprofloxacin:Sensitive;benzalkonium chloride:Sensitive;taurocholate:Resistant
B3673	8	sodium chloride:Sensitive;gentamicin:Sensitive;theophylline:Sensitive;l-valine:Resistant;aspartate acid hydroxymate:Resistant;heat:Resistant;cccp:Sensitive;novobiocin:Sensitive;azetreonam:Sensitive;oxacillin:Sensitive;cecropin b:Sensitive;sulfamonomethoxine:Sensitive;norepinephrine:Sensitive;methylglyoxal:Sensitive;spiramycin:Sensitive;erythromycin:Resistant;fucose:Sensitive;heat:Sensitive;tobramycin:Resistant;iron:Sensitive;indolicidin:Sensitive;edta:Sensitive
B3672	4	tobramycin:Resistant;fucose:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;geraniol:Sensitive;mops:Sensitive
B3675	2	spiramycin:Sensitive;sodium chloride:Resistant;propidium iodide:Resistant;fucose:Sensitive;verapamil:Sensitive;norfloxacin:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;acid:Resistant;ciprofloxacin:Sensitive
B3674	4	tobramycin:Resistant;glufosfomycin:Resistant;hydroxyurea:Resistant;carbenicillin:Resistant;fucose:Sensitive;d-serine:Resistant;l-valine:Sensitive;bleomycin:Sensitive;a22:Sensitive
B3677	3	tobramycin:Resistant;procaine:Sensitive;fucose:Sensitive;nalidixic acid:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive
B3676	2	pyocyanin:Resistant;azidothymidine:Sensitive;tobramycin:Sensitive;cisplatin:Resistant;cefoxitin:Sensitive;actinomycin d:Sensitive;sodium chloride:Resistant;ethanol:Resistant;clarythromycin:Sensitive
B3679	2	growth:Resistant;glycine utilization:Resistant;tetracycline:Resistant;peroxide:Resistant;amoxicillin:Sensitive;tunicamycin:Sensitive;nitrofurantoin:Sensitive;nickel:Resistant;tobramycin:Resistant;pyocyanin:Resistant;uv radiation:Resistant;alanine utilization:Resistant;verapamil:Resistant;epinephrine:Sensitive;heat:Sensitive;pms:Sensitive;asparagine utilization:Resistant;alkaline:Sensitive;chir-090:Sensitive;procaine:Resistant;polymixin b:Resistant
B3678	3	growth:Resistant;tetracycline:Resistant;rifampicin:Resistant;procaine:Sensitive;fucose:Sensitive;norfloxacin:Sensitive;oxacillin:Resistant;streptomycin:Sensitive;alkaline:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;aspartate utilization:Resistant;nalidixic acid:Resistant
LAFU'	1	anaerobic:Sensitive;tobramycin:Sensitive
ECB_00514	44	heat:Resistant
ECB_00515	44	heat:Resistant
ECB_00516	44	heat:Resistant
ECB_00517	44	heat:Resistant
ECB_00510	52	growth:Resistant;heat:Resistant
ECB_00511	49	growth:Resistant;heat:Resistant
ECB_00512	45	growth:Resistant;heat:Resistant
ECB_00513	45	growth:Resistant;heat:Resistant
ECB_00518	53	heat:Resistant
ECB_00519	49	heat:Resistant
ECB_01647	4	growth:Resistant
ECB_01646	13	growth:Resistant
ECB_01645	67	growth:Resistant;cold:Resistant;heat:Resistant
ECB_01644	7	growth:Resistant
ECB_01643	2	growth:Resistant
ECB_01642	2	growth:Resistant;cold:Resistant
ECB_01393	3	growth:Resistant
ECB_01640	2	growth:Resistant
ECB_01399	6	growth:Resistant;heat:Resistant
ECB_01398	4	growth:Resistant
ECB_01649	9	growth:Resistant
ECB_01648	6	growth:Resistant
B2136	2	heat:Resistant;epinephrine:Sensitive;cold:Resistant
ECW_M4752	21	sodium chloride:Sensitive
ECW_M4751	7	sodium chloride:Sensitive
B2812	2	sodium chloride:Sensitive;cecropin b:Sensitive;fucose:Sensitive
B2813	2	decanoic acid:Resistant;deoxycholate:Sensitive;mecillinam:Sensitive;azidothymidine:Sensitive;polymixin b:Resistant
B2810	2	cefoxitin:Sensitive;luria-bertani broth:Sensitive;mops:Sensitive
B2811	1	nigericin:Sensitive
B2816	1	norfloxacin:Sensitive;chloramphenicol:Sensitive;cefoxitin:Sensitive
B2817	6	sodium chloride:Sensitive;ceftazidime:Sensitive;propidium iodide:Resistant;sulfamonomethoxine:Resistant;asparagine utilization:Resistant;cccp:Sensitive;novobiocin:Sensitive;bulgecin:Resistant;growth:Resistant;decanoic acid:Resistant;bacitracin:Sensitive;spiramycin:Sensitive;azetreonam:Resistant;norepinephrine:Sensitive;copper:Sensitive;nalidixic acid:Resistant;etda:Sensitive;deoxycholate:Sensitive;thiolactomycin:Sensitive;hydroxyurea:Resistant;bile:Sensitive;sds:Sensitive;l-valine:Sensitive;isoniazid:Sensitive;sulfamethoxazole:Resistant
B2818	7	growth:Resistant;acetate:Sensitive;ammonia chloride:Sensitive;maltose:Sensitive;succinate:Sensitive;glucosamine:Sensitive;glucose:Sensitive;fucose:Sensitive;l-valine:Sensitive;methylglyoxal:Sensitive;glycerol:Sensitive;asparagine utilization:Resistant;heat:Resistant;n-acetylglucosamine:Sensitive;iron:Sensitive;mops:Sensitive
B2819	4	azidothymidine:Sensitive;cold:Sensitive;cefoxitin:Sensitive;spiramycin:Sensitive;chloramphenicol:Sensitive;furfural:Resistant;pms:Sensitive;norfloxacin:Sensitive;acetate:Resistant
B2398	4	growth:Resistant;thiolactomycin:Resistant;azithromycin:Sensitive;tobramycin:Sensitive;ceftazidime:Sensitive;egcg:Sensitive;furfural:Resistant;nigericin:Resistant;cefaclor:Sensitive;triton x:Sensitive;bleomycin:Sensitive;benzalkonium chloride:Sensitive
B1138	7	growth:Resistant;thiolactomycin:Resistant;nickel:Resistant;fucose:Sensitive;taurocholate:Resistant;etda:Sensitive;sds:Sensitive;l-valine:Sensitive;heat:Resistant;acetate:Resistant;bile:Sensitive
B1139	2	alanine utilization:Resistant;growth:Resistant;acetate:Resistant
B1130	13	sodium chloride:Sensitive;isobutanol:Resistant;d-mannitol:Resistant;nickel chloride:Sensitive;d-glucose 6-phosphate:Sensitive;nitrofurantoin:Sensitive;alkaline amino acid utilization:Sensitive;oxycarboxin:Resistant;minocycline:Sensitive;sulfathiazole:Sensitive;d-fructose:Resistant;asparagine utilization:Resistant;ruthenium red:Sensitive;hygromycin b:Sensitive;cobalt:Sensitive;acriflavine:Sensitive;polymixin b:Resistant;1_10-phenanthroline:Sensitive;puromycin:Sensitive;sulfamethoxazole:Sensitive;nalidixic acid:Sensitive;sulfadiazine:Sensitive;methyltrioctylammonium chloride:Sensitive;cefoxitin:Sensitive;streptomycin:Sensitive;alkaline:Sensitive;cesium chloride:Sensitive;8-hydroxyquinoline:Sensitive;hydroxylamine:Resistant;nitrofurantoin:Resistant;growth:Resistant;novobiocin:Resistant;bacitracin:Resistant;d-melibiose:Resistant;d-fructose 6-phosphate:Sensitive;5-chloro-7-iodo-8-hydroxyquinoline:Sensitive;procaine:Sensitive;trimethoprim:Sensitive;copper:Sensitive;homoserine:Sensitive;d-valine:Sensitive;chloramphenicol:Sensitive;acid:Sensitive;ampicillin:Sensitive;bicyclomycin:Sensitive;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;deoxycholate:Sensitive;carbenicillin:Resistant;sulfanilamide:Sensitive;iodonitrotetrazolium violet:Sensitive;polymixin b:Sensitive;caffeine:Resistant;7-dichloro-8-hydroxyquinaldine:Sensitive;nitrofurazone:Sensitive;tetracycline:Sensitive;egcg:Resistant;butyrolactone:Resistant
B1131	8	growth:Resistant;isobutanol:Resistant;geraniol:Resistant;gentamicin:Sensitive;glycine utilization:Resistant;ionic liquids:Resistant;furfural:Resistant
B1132	9	growth:Resistant;isobutanol:Resistant;ammonia chloride:Sensitive;novobiocin:Sensitive;mitomycin c:Sensitive;cefoxitin:Sensitive;actinomycin d:Sensitive;ethanol:Sensitive;doxycycline:Resistant;iron:Sensitive;sodium chloride:Sensitive;bleomycin:Resistant;luria-bertani broth:Sensitive;a22:Resistant;methyl methanesulfonate:Sensitive;ciprofloxacin:Resistant;cefaclor:Sensitive;chloropromazine:Sensitive;sulfamethoxazole:Resistant;mops:Sensitive
B1133	6	growth:Resistant;isobutanol:Resistant;bicyclomycin:Resistant;nitrofurantoin:Sensitive;sodium chloride:Resistant;chloramphenicol:Sensitive;ampicillin:Sensitive;tetracycline:Sensitive
B1134	8	growth:Resistant;isobutanol:Resistant;tetracycline:Resistant;amikacin:Resistant;ceftazidime:Sensitive;copper:Sensitive;erythromycin:Resistant;succinate:Resistant;alanine utilization:Resistant;copper:Resistant;verapamil:Resistant;paraquat:Sensitive;alkaline:Sensitive;etda:Sensitive;sds:Sensitive;asparagine utilization:Resistant;mecillinam:Sensitive;bacimethrin:Resistant;sodium chloride:Sensitive;butyrolactone:Resistant
B1135	5	growth:Resistant;isobutanol:Resistant;azidothymidine:Sensitive;actinomycin d:Sensitive;nitrofurantoin:Sensitive;fucose:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive
B1136	32	sodium chloride:Sensitive;isobutanol:Resistant;tetracycline:Resistant;doxycycline:Resistant;glucosamine:Sensitive;cerulenin:Sensitive;nitrofurantoin:Sensitive;acetate:Sensitive;sulfamonomethoxine:Resistant;triton x:Sensitive;spiramycin:Resistant;n-acetylglucosamine:Sensitive;oxidative stress:Resistant;acriflavine:Sensitive;kanamycin:Resistant;ampicillin:Sensitive;amoxicillin:Sensitive;nalidixic acid:Sensitive;ionic liquids:Resistant;bromoacetate:Sensitive;streptomycin:Sensitive;n-butanol:Resistant;fusidic acid:Resistant;amikacin:Resistant;acetate:Resistant;growth:Resistant;spectinomycin:Sensitive;cefoxitin:Resistant;ethanol:Sensitive;erythromycin:Resistant;chloramphenicol:Sensitive;lomefloxacin:Sensitive;norepinephrine:Sensitive;furfural:Resistant;benzoate:Resistant;taurocholate:Resistant;trimethoprim:Resistant;tobramycin:Resistant;maltose:Sensitive;iron:Sensitive;cobalt:Sensitive;acid:Sensitive;epinephrine:Sensitive;minocycline:Resistant;clindamycin:Resistant;piperacillin:Resistant;sulfamethoxazole:Resistant
B1137	4	growth:Resistant;glufosfomycin:Resistant;acetate:Resistant;levofloxacin:Resistant
ECW_M3114	1	sodium chloride:Resistant
ECB_01029	5	growth:Resistant
ECB_01028	5	growth:Resistant
ECB_01023	3	growth:Resistant
ECB_01022	9	growth:Resistant;heat:Resistant
ECB_01021	9	growth:Resistant;heat:Resistant
ECB_01020	7	growth:Resistant;heat:Resistant
ECB_01027	4	growth:Resistant
ECB_01026	5	growth:Resistant
ECB_01025	9	growth:Resistant;heat:Resistant
ECB_01024	7	growth:Resistant
ECB_02611	3	heat:Resistant
ECB_02610	3	heat:Resistant
REND'	1	thiolactomycin:Resistant;amoxicillin:Sensitive;cisplatin:Sensitive;radicicol:Resistant;ceftazidime:Sensitive;phleomycin:Resistant;verapamil:Resistant;dibucaine:Sensitive;cefsulodin:Sensitive;egcg:Resistant
RCNB	1	sodium chloride:Resistant
B3079	3	growth:Resistant;chloramphenicol:Sensitive;copper:Resistant;benzoate:Resistant;ethanol:Resistant
B3078	4	growth:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;erythromycin:Sensitive;benzoate:Resistant
ECW_M4677	6	sodium chloride:Resistant
B3073	4	glucose:Resistant;streptomycin:Sensitive;sulfamethoxazole:Sensitive;uv radiation:Sensitive;carbenicillin:Resistant;procaine:Sensitive;methyl methanesulfonate:Resistant;norfloxacin:Resistant;trimethoprim:Sensitive;methylglyoxal:Sensitive;a22:Resistant;l-valine:Sensitive;mecillinam:Sensitive
B3072	5	growth:Resistant;azithromycin:Sensitive;amoxicillin:Sensitive;ceftazidime:Resistant;ceftazidime:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive
B3071	6	sodium chloride:Sensitive;tobramycin:Resistant;chloropromazine:Resistant;doxorubicin:Resistant;tobramycin:Sensitive;decanoic acid:Sensitive;taurocholate:Sensitive;copper:Sensitive;phleomycin:Sensitive;triclosan:Resistant;nigericin:Resistant;fucose:Sensitive;acid:Sensitive;radicicol:Sensitive;benzalkonium chloride:Resistant;l-valine:Sensitive;puromycin:Resistant;sulfamonomethoxine:Sensitive;ethidium bromide:Resistant
B3070	3	anaerobic:Sensitive;nickel:Sensitive;copper:Sensitive;fucose:Sensitive;phleomycin:Resistant;nitrofurantoin:Resistant;azithromycin:Resistant;sulfamethoxazole:Resistant;trimethoprim:Resistant
B3077	2	thiolactomycin:Resistant;mecillinam:Sensitive;trimethoprim:Sensitive;bile:Sensitive;paraquat:Sensitive
B3076	6	growth:Resistant;chir-090:Sensitive;radicicol:Resistant;peroxide:Resistant;fucose:Sensitive;ethanol:Resistant;methylglyoxal:Sensitive;cecropin b:Sensitive;l-valine:Sensitive;heat:Resistant;cobalt:Sensitive;iron:Sensitive;mops:Sensitive
B3075	4	growth:Resistant;acriflavine:Sensitive;ethidium bromide:Sensitive;etda:Sensitive;cholate:Sensitive;edta:Sensitive;sds:Sensitive;asparagine utilization:Resistant;propidium iodide:Sensitive;pyocyanin:Sensitive
B3074	1	cefaclor:Sensitive;cobalt:Sensitive
B0662	7	glufosfomycin:Sensitive;gentamicin:Sensitive;succinate:Sensitive;clarythromycin:Resistant;gentamicin:Resistant;nitrofurantoin:Sensitive;fusidic acid:Sensitive;cefsulodin:Sensitive;phleomycin:Sensitive;minocycline:Sensitive;streptomycin:Resistant;heat:Resistant;cccp:Sensitive;ethidium bromide:Sensitive;procaine:Resistant;acriflavine:Sensitive;mecillinam:Sensitive;ampicillin:Sensitive;novobiocin:Sensitive;mitomycin c:Sensitive;bromoacetate:Sensitive;ceftazidime:Resistant;methyl methanesulfonate:Sensitive;cecropin b:Sensitive;oxacillin:Sensitive;a22:Resistant;amikacin:Resistant;spectinomycin:Resistant;polymixin b:Resistant;growth:Resistant;acetate:Sensitive;cefoxitin:Resistant;azidothymidine:Sensitive;methotrexate:Sensitive;d-cycloserine:Resistant;amikacin:Sensitive;copper:Sensitive;norepinephrine:Sensitive;azetreonam:Resistant;rifampicin:Sensitive;acid:Sensitive;erythromycin:Resistant;etda:Sensitive;benzalkonium chloride:Sensitive;pyocyanin:Sensitive;tobramycin:Resistant;levofloxacin:Sensitive;ciprofloxacin:Resistant;thiolactomycin:Sensitive;cold:Resistant;bile:Sensitive;edta:Sensitive;sds:Sensitive;norfloxacin:Sensitive;tetracycline:Sensitive;sulfamethoxazole:Resistant
B0661	4	growth:Resistant;mecillinam:Resistant;azithromycin:Sensitive;chir-090:Resistant;bicyclomycin:Sensitive;alanine utilization:Resistant;cold:Resistant;cefsulodin:Resistant;ethanol:Resistant;amikacin:Sensitive;propidium iodide:Sensitive;sulfamonomethoxine:Sensitive;puromycin:Sensitive;actinomycin d:Resistant;nalidixic acid:Resistant
B0660	5	growth:Resistant;glufosfomycin:Sensitive;ampicillin:Sensitive;mitomycin c:Sensitive;theophylline:Sensitive;nickel:Sensitive;bleomycin:Resistant;cold:Resistant;alkaline:Sensitive;furfural:Resistant;n-butanol:Resistant;mecillinam:Sensitive;amikacin:Resistant;bile:Sensitive;dibucaine:Sensitive
